ID,name,deadline,type,data_size_GB,RAM_requirement_GB,working_units
T3094,Sarah,2022-05-19 14:00:00,GPU,90,8,350
T3095,Arthur,2022-05-27 23:00:00,CPU,110,8,550
T3096,Valeria,2022-05-18 05:00:00,GPU,115,128,1075
T3097,Jordan,2022-05-22 12:00:00,CPU,150,128,1030
T3098,Jared,2022-05-23 06:00:00,CPU,110,16,825
T3099,Melanie,2022-05-31 05:00:00,GPU,140,128,300
T3100,Tess,2022-05-31 08:00:00,CPU,50,32,760
T3101,Byron,2022-05-27 05:00:00,CPU,70,64,1025
T3102,Arthur,2022-05-18 09:00:00,CPU,150,128,255
T3103,Alford,2022-05-30 16:00:00,GPU,145,32,705
T3104,Kelsey,2022-05-28 05:00:00,CPU,140,64,1215
T3105,Albert,2022-05-22 15:00:00,GPU,120,128,485
T3106,Mary,2022-05-26 12:00:00,GPU,120,32,945
T3107,Eric,2022-05-25 05:00:00,CPU,135,64,625
T3108,Paul,2022-05-22 01:00:00,GPU,65,32,1150
T3109,Lydia,2022-05-18 21:00:00,GPU,145,32,410
T3110,Michelle,2022-05-28 14:00:00,GPU,80,128,1140
T3111,Agata,2022-05-19 15:00:00,GPU,95,128,970
T3112,Stella,2022-05-15 18:00:00,GPU,75,32,695
T3113,Lucia,2022-05-23 02:00:00,GPU,115,128,260
T3114,Byron,2022-05-21 13:00:00,CPU,60,16,1100
T3115,Eleanor,2022-05-28 09:00:00,CPU,95,128,270
T3116,Eleanor,2022-05-31 15:00:00,CPU,70,64,940
T3117,Kellan,2022-05-20 12:00:00,CPU,70,32,860
T3118,Blake,2022-05-19 16:00:00,GPU,140,128,630
T3119,Sienna,2022-05-15 14:00:00,GPU,65,32,1145
T3120,Alan,2022-05-25 04:00:00,GPU,80,128,645
T3121,Alissa,2022-05-31 14:00:00,GPU,130,64,305
T3122,David,2022-05-19 05:00:00,GPU,55,64,930
T3123,Ryan,2022-05-22 14:00:00,GPU,65,128,310
T3124,Paul,2022-05-31 03:00:00,CPU,95,16,1245
T3125,Kevin,2022-05-25 22:00:00,CPU,120,32,355
T3126,Edgar,2022-05-31 05:00:00,GPU,120,32,440
T3127,Natalie,2022-05-18 17:00:00,GPU,120,128,700
T3128,Eric,2022-05-24 04:00:00,CPU,135,128,610
T3129,Rosie,2022-05-15 16:00:00,GPU,135,32,1205
T3130,Mary,2022-05-27 13:00:00,CPU,60,8,325
T3131,Kelvin,2022-05-17 05:00:00,CPU,90,32,430
T3132,Camila,2022-05-18 13:00:00,CPU,120,128,1225
T3133,Darcy,2022-05-21 00:00:00,GPU,65,32,1055
T3134,Emma,2022-05-26 07:00:00,CPU,95,64,1080
T3135,Kelsey,2022-05-29 08:00:00,GPU,80,8,650
T3136,Paul,2022-05-31 09:00:00,CPU,85,8,995
T3137,Oliver,2022-05-21 11:00:00,CPU,140,16,560
T3138,Abigail,2022-05-29 08:00:00,GPU,85,8,425
T3139,Julian,2022-05-30 05:00:00,GPU,110,32,410
T3140,Alford,2022-05-30 21:00:00,CPU,75,128,795
T3141,Rafael,2022-05-24 18:00:00,CPU,120,64,1210
T3142,Julian,2022-05-27 00:00:00,CPU,90,16,465
T3143,Carl,2022-05-20 02:00:00,GPU,125,64,1055
T3144,Julia,2022-05-23 03:00:00,CPU,55,8,880
T3145,Nicole,2022-05-28 15:00:00,GPU,85,32,605
T3146,David,2022-05-28 06:00:00,CPU,90,32,770
T3147,Sophia,2022-05-25 19:00:00,GPU,150,8,855
T3148,Rosie,2022-05-23 00:00:00,GPU,95,64,1240
T3149,Sophia,2022-05-25 17:00:00,GPU,125,32,1115
T3150,Carl,2022-05-20 07:00:00,GPU,55,128,860
T3151,Julia,2022-05-17 18:00:00,CPU,60,64,420
T3152,Julian,2022-05-21 12:00:00,CPU,110,8,280
T3153,Myra,2022-05-19 09:00:00,CPU,80,128,870
T3154,Alexander,2022-05-24 05:00:00,GPU,120,32,545
T3155,Chloe,2022-05-19 12:00:00,GPU,125,16,1085
T3156,Sienna,2022-05-30 16:00:00,GPU,150,128,1140
T3157,Rafael,2022-05-20 09:00:00,GPU,140,16,800
T3158,Amanda,2022-05-22 08:00:00,GPU,75,16,540
T3159,Albert,2022-05-18 19:00:00,CPU,85,128,510
T3160,Rafael,2022-05-27 13:00:00,GPU,150,16,1245
T3161,Lucas,2022-05-15 11:00:00,CPU,115,16,285
T3162,Lucas,2022-05-15 12:00:00,GPU,50,64,750
T3163,Kellan,2022-05-23 10:00:00,CPU,90,64,695
T3164,Alissa,2022-05-24 07:00:00,CPU,75,128,1075
T3165,Lydia,2022-05-30 03:00:00,CPU,75,64,640
T3166,Lenny,2022-05-18 03:00:00,GPU,90,128,1245
T3167,Nicholas,2022-05-15 06:00:00,GPU,130,32,1110
T3168,Dainton,2022-05-31 03:00:00,CPU,65,8,665
T3169,Alexander,2022-05-16 20:00:00,CPU,145,8,555
T3170,Sarah,2022-05-17 01:00:00,CPU,120,8,425
T3171,Michelle,2022-05-16 04:00:00,GPU,125,128,880
T3172,Abigail,2022-05-25 20:00:00,GPU,75,128,420
T3173,Sienna,2022-05-21 19:00:00,CPU,125,32,1080
T3174,Eleanor,2022-05-20 07:00:00,CPU,85,32,550
T3175,Madaline,2022-05-31 06:00:00,CPU,50,128,1150
T3176,Oliver,2022-05-24 13:00:00,CPU,50,128,810
T3177,Daisy,2022-05-22 06:00:00,GPU,115,128,860
T3178,Valeria,2022-05-19 07:00:00,GPU,55,16,270
T3179,Lucas,2022-05-24 06:00:00,CPU,110,128,775
T3180,Samantha,2022-05-27 09:00:00,GPU,140,32,630
T3181,Sabrina,2022-05-18 22:00:00,CPU,95,8,990
T3182,Tyler,2022-05-26 22:00:00,GPU,60,128,270
T3183,Kellan,2022-05-18 21:00:00,GPU,120,8,1115
T3184,Abraham,2022-05-24 21:00:00,CPU,150,16,280
T3185,Jacob,2022-05-24 08:00:00,GPU,110,32,910
T3186,Emily,2022-05-30 10:00:00,GPU,110,128,755
T3187,Aida,2022-05-22 06:00:00,CPU,55,8,410
T3188,Madaline,2022-05-16 20:00:00,GPU,65,64,1245
T3189,Nicholas,2022-05-17 07:00:00,CPU,85,16,460
T3190,Sienna,2022-05-20 08:00:00,CPU,125,16,795
T3191,Walter,2022-05-22 12:00:00,GPU,75,32,250
T3192,David,2022-05-21 00:00:00,GPU,50,16,360
T3193,Paul,2022-05-20 15:00:00,GPU,50,32,865
T3194,Kate,2022-05-20 17:00:00,GPU,60,32,1155
T3195,Valeria,2022-05-23 16:00:00,CPU,125,16,575
T3196,Lucy,2022-05-31 13:00:00,GPU,85,128,485
T3197,Albert,2022-05-15 09:00:00,GPU,115,8,750
T3198,Jordan,2022-05-16 21:00:00,CPU,120,128,760
T3199,Maddie,2022-05-15 01:00:00,GPU,115,32,775
T3200,Madaline,2022-05-26 07:00:00,GPU,115,16,485
T3201,Alford,2022-05-16 21:00:00,GPU,130,8,545
T3202,Tess,2022-05-18 01:00:00,CPU,65,32,1155
T3203,Valeria,2022-05-16 12:00:00,GPU,110,128,585
T3204,Lucas,2022-05-17 22:00:00,CPU,125,64,300
T3205,Kellan,2022-05-24 08:00:00,CPU,65,128,335
T3206,Dexter,2022-05-25 08:00:00,CPU,50,32,935
T3207,Sabrina,2022-05-25 16:00:00,GPU,60,32,515
T3208,Dainton,2022-05-31 07:00:00,GPU,130,128,1005
T3209,Byron,2022-05-29 02:00:00,GPU,145,16,355
T3210,Camila,2022-05-25 17:00:00,GPU,115,128,965
T3211,Carl,2022-05-27 00:00:00,GPU,145,8,1025
T3212,Lenny,2022-05-26 21:00:00,CPU,140,8,790
T3213,Alexander,2022-05-21 10:00:00,CPU,140,8,700
T3214,Mary,2022-05-27 03:00:00,CPU,85,32,1005
T3215,David,2022-05-23 10:00:00,CPU,140,128,910
T3216,Derek,2022-05-21 14:00:00,GPU,60,8,670
T3217,Hailey,2022-05-31 06:00:00,GPU,65,64,1185
T3218,Marcus,2022-05-17 05:00:00,GPU,50,64,450
T3219,Maddie,2022-05-21 09:00:00,CPU,70,32,1180
T3220,Kelvin,2022-05-30 01:00:00,CPU,70,32,290
T3221,Amber,2022-05-28 23:00:00,GPU,60,16,385
T3222,Adele,2022-05-25 01:00:00,GPU,120,32,850
T3223,Carl,2022-05-21 17:00:00,CPU,140,64,475
T3224,Agata,2022-05-19 23:00:00,GPU,50,32,790
T3225,Madaline,2022-05-26 12:00:00,CPU,85,8,350
T3226,Henry,2022-05-20 13:00:00,GPU,105,8,620
T3227,Edgar,2022-05-30 13:00:00,CPU,50,64,855
T3228,Derek,2022-05-31 11:00:00,GPU,85,16,740
T3229,Hailey,2022-05-18 14:00:00,GPU,80,8,1000
T3230,Jared,2022-05-28 15:00:00,GPU,110,32,490
T3231,Edward,2022-05-22 15:00:00,GPU,130,32,540
T3232,Rafael,2022-05-26 03:00:00,GPU,145,8,1100
T3233,Aida,2022-05-24 00:00:00,GPU,70,128,850
T3234,Rosie,2022-05-29 22:00:00,GPU,50,16,915
T3235,Aston,2022-05-18 10:00:00,GPU,130,32,815
T3236,Kate,2022-05-16 16:00:00,CPU,60,16,345
T3237,Michelle,2022-05-21 03:00:00,GPU,125,128,1195
T3238,Julia,2022-05-27 15:00:00,CPU,140,128,1165
T3239,Henry,2022-05-28 17:00:00,CPU,135,16,335
T3240,John,2022-05-31 22:00:00,GPU,60,64,640
T3241,Florrie,2022-05-25 09:00:00,GPU,125,32,500
T3242,Honey,2022-05-21 04:00:00,GPU,70,128,1170
T3243,Paul,2022-05-20 19:00:00,GPU,70,32,665
T3244,Elise,2022-05-19 00:00:00,GPU,100,32,330
T3245,Edwin,2022-05-16 22:00:00,CPU,110,128,290
T3246,Paul,2022-05-19 10:00:00,CPU,100,8,750
T3247,Alexia,2022-05-28 23:00:00,CPU,120,64,300
T3248,Harold,2022-05-22 09:00:00,GPU,150,8,625
T3249,Vivian,2022-05-31 10:00:00,GPU,110,32,1105
T3250,Vivian,2022-05-16 09:00:00,GPU,60,8,410
T3251,James,2022-05-16 21:00:00,CPU,130,32,1075
T3252,Aiden,2022-05-17 03:00:00,CPU,90,128,455
T3253,Carlos,2022-05-23 16:00:00,GPU,75,16,1140
T3254,Kelsey,2022-05-22 00:00:00,CPU,115,16,855
T3255,Maddie,2022-05-24 09:00:00,GPU,100,8,610
T3256,Maddie,2022-05-18 20:00:00,CPU,95,64,1210
T3257,Chloe,2022-05-26 11:00:00,GPU,60,32,970
T3258,Kelvin,2022-05-28 07:00:00,CPU,140,8,350
T3259,Richard,2022-05-22 20:00:00,GPU,135,128,1050
T3260,Richard,2022-05-28 12:00:00,GPU,125,16,960
T3261,Albert,2022-05-26 02:00:00,CPU,60,8,905
T3262,Daisy,2022-05-25 13:00:00,GPU,95,16,465
T3263,Valeria,2022-05-20 01:00:00,GPU,100,32,940
T3264,Byron,2022-05-25 15:00:00,CPU,115,32,350
T3265,Amanda,2022-05-30 16:00:00,CPU,130,128,725
T3266,Melanie,2022-05-17 02:00:00,CPU,115,8,1180
T3267,Valeria,2022-05-22 10:00:00,CPU,60,32,1205
T3268,Jenna,2022-05-19 00:00:00,GPU,115,128,350
T3269,Vivian,2022-05-15 16:00:00,GPU,100,8,1110
T3270,Emma,2022-05-29 08:00:00,GPU,125,32,300
T3271,Myra,2022-05-28 09:00:00,GPU,115,64,1175
T3272,Walter,2022-05-26 03:00:00,CPU,130,16,440
T3273,Daryl,2022-05-20 15:00:00,CPU,115,8,1170
T3274,Alina,2022-05-28 00:00:00,GPU,70,16,1170
T3275,Stella,2022-05-22 03:00:00,GPU,75,64,415
T3276,Lydia,2022-05-28 21:00:00,CPU,145,64,1085
T3277,Sienna,2022-05-27 22:00:00,GPU,75,128,995
T3278,Elian,2022-05-18 15:00:00,CPU,70,64,690
T3279,Rafael,2022-05-24 04:00:00,CPU,70,16,495
T3280,Maddie,2022-05-16 11:00:00,CPU,115,16,460
T3281,Carlos,2022-05-22 01:00:00,GPU,150,32,480
T3282,David,2022-05-22 02:00:00,GPU,120,128,1025
T3283,Julian,2022-05-18 11:00:00,CPU,135,8,285
T3284,Vivian,2022-05-29 23:00:00,CPU,90,64,630
T3285,Kellan,2022-05-31 18:00:00,CPU,100,16,1235
T3286,Fenton,2022-05-22 17:00:00,GPU,55,8,885
T3287,Edward,2022-05-15 00:00:00,CPU,140,8,910
T3288,Aston,2022-05-20 17:00:00,CPU,115,64,580
T3289,Carl,2022-05-25 03:00:00,CPU,65,128,900
T3290,Jacob,2022-05-15 15:00:00,GPU,110,16,1065
T3291,Kristian,2022-05-24 12:00:00,GPU,125,8,575
T3292,Fenton,2022-05-22 23:00:00,CPU,145,128,960
T3293,Alexia,2022-05-21 17:00:00,GPU,145,16,460
T3294,Myra,2022-05-19 12:00:00,GPU,110,64,815
T3295,Kellan,2022-05-21 02:00:00,GPU,75,128,1175
T3296,Alexander,2022-05-20 22:00:00,GPU,75,128,1105
T3297,Maddie,2022-05-17 01:00:00,CPU,120,32,670
T3298,Thomas,2022-05-23 05:00:00,CPU,135,64,950
T3299,Paul,2022-05-28 13:00:00,CPU,90,32,870
T3300,Carlos,2022-05-20 13:00:00,GPU,140,128,255
T3301,Nicholas,2022-05-22 18:00:00,CPU,115,128,910
T3302,Dainton,2022-05-28 15:00:00,CPU,80,128,1225
T3303,Rosie,2022-05-23 07:00:00,CPU,105,16,850
T3304,Alford,2022-05-29 12:00:00,CPU,75,64,280
T3305,Leonardo,2022-05-25 07:00:00,CPU,50,32,855
T3306,Maddie,2022-05-29 00:00:00,CPU,80,64,875
T3307,Eddy,2022-05-23 00:00:00,CPU,125,64,845
T3308,Nicole,2022-05-22 13:00:00,CPU,150,16,840
T3309,Adele,2022-05-20 05:00:00,GPU,75,8,1220
T3310,Darcy,2022-05-20 12:00:00,CPU,130,16,475
T3311,Maya,2022-05-20 13:00:00,GPU,75,16,860
T3312,Dexter,2022-05-27 17:00:00,GPU,130,8,345
T3313,Jared,2022-05-25 18:00:00,GPU,85,16,795
T3314,Alen,2022-05-21 03:00:00,GPU,115,8,750
T3315,Violet,2022-05-31 15:00:00,GPU,70,8,905
T3316,Kevin,2022-05-25 09:00:00,CPU,70,8,840
T3317,Stella,2022-05-22 16:00:00,CPU,110,16,575
T3318,Eleanor,2022-05-19 20:00:00,GPU,100,128,970
T3319,Kellan,2022-05-19 04:00:00,CPU,100,32,275
T3320,Camila,2022-05-26 22:00:00,CPU,65,128,845
T3321,Lucia,2022-05-24 00:00:00,GPU,100,8,265
T3322,Sophia,2022-05-19 12:00:00,CPU,105,128,645
T3323,James,2022-05-19 17:00:00,GPU,55,8,1195
T3324,Sabrina,2022-05-23 10:00:00,GPU,145,64,450
T3325,Sienna,2022-05-23 12:00:00,CPU,105,32,825
T3326,Deanna,2022-05-20 04:00:00,GPU,110,64,1020
T3327,Oliver,2022-05-28 03:00:00,GPU,130,128,1220
T3328,Hailey,2022-05-22 23:00:00,GPU,60,128,1055
T3329,Alexia,2022-05-30 17:00:00,CPU,60,8,850
T3330,Sam,2022-05-28 05:00:00,GPU,55,8,1225
T3331,Walter,2022-05-22 21:00:00,GPU,105,16,830
T3332,Harold,2022-05-18 07:00:00,CPU,110,8,375
T3333,Blake,2022-05-26 01:00:00,CPU,115,32,1030
T3334,Rafael,2022-05-29 14:00:00,CPU,55,16,1075
T3335,Audrey,2022-05-28 03:00:00,CPU,55,128,740
T3336,Marcus,2022-05-22 09:00:00,CPU,70,32,460
T3337,Jordan,2022-05-21 10:00:00,GPU,60,8,1080
T3338,Robert,2022-05-16 16:00:00,GPU,150,8,1055
T3339,Elise,2022-05-17 03:00:00,CPU,115,64,640
T3340,Natalie,2022-05-15 15:00:00,GPU,120,32,995
T3341,Paul,2022-05-25 15:00:00,CPU,150,32,615
T3342,Dainton,2022-05-19 14:00:00,GPU,120,32,930
T3343,Stella,2022-05-30 19:00:00,GPU,100,8,345
T3344,Sydney,2022-05-20 03:00:00,CPU,100,128,460
T3345,Madaline,2022-05-31 00:00:00,CPU,85,16,580
T3346,Richard,2022-05-19 23:00:00,CPU,50,16,1120
T3347,Evelyn,2022-05-19 02:00:00,GPU,60,16,885
T3348,Nicholas,2022-05-25 04:00:00,GPU,120,128,675
T3349,Blake,2022-05-19 16:00:00,CPU,135,64,765
T3350,Chester,2022-05-28 21:00:00,CPU,70,32,575
T3351,Arthur,2022-05-22 18:00:00,CPU,80,64,1210
T3352,Camila,2022-05-30 20:00:00,CPU,150,8,955
T3353,Alford,2022-05-19 14:00:00,GPU,120,128,1195
T3354,Stella,2022-05-16 13:00:00,CPU,130,32,1200
T3355,Alexander,2022-05-15 06:00:00,CPU,105,16,570
T3356,Walter,2022-05-25 03:00:00,GPU,50,64,260
T3357,Walter,2022-05-24 04:00:00,CPU,95,64,755
T3358,Rosie,2022-05-25 09:00:00,CPU,70,128,1195
T3359,Darcy,2022-05-30 05:00:00,CPU,135,64,1080
T3360,Alford,2022-05-26 08:00:00,GPU,110,128,1210
T3361,Alissa,2022-05-25 20:00:00,GPU,150,64,810
T3362,John,2022-05-27 12:00:00,GPU,120,32,705
T3363,Sam,2022-05-18 04:00:00,GPU,50,128,1235
T3364,Alexia,2022-05-19 18:00:00,CPU,70,32,1180
T3365,Sabrina,2022-05-17 19:00:00,CPU,85,128,1125
T3366,Walter,2022-05-26 12:00:00,GPU,70,64,945
T3367,Walter,2022-05-30 14:00:00,GPU,75,16,510
T3368,Hailey,2022-05-15 14:00:00,CPU,130,8,415
T3369,Briony,2022-05-25 01:00:00,CPU,60,64,1110
T3370,John,2022-05-21 20:00:00,CPU,120,8,470
T3371,Myra,2022-05-31 04:00:00,CPU,150,8,285
T3372,Aiden,2022-05-19 00:00:00,CPU,105,8,1105
T3373,Tess,2022-05-21 13:00:00,CPU,55,16,365
T3374,David,2022-05-30 18:00:00,CPU,70,128,480
T3375,Eddy,2022-05-18 15:00:00,GPU,75,64,325
T3376,Nicole,2022-05-15 09:00:00,CPU,65,64,1065
T3377,Audrey,2022-05-19 23:00:00,CPU,90,8,310
T3378,Daryl,2022-05-25 16:00:00,CPU,50,128,575
T3379,Aiden,2022-05-16 02:00:00,GPU,80,128,665
T3380,Adele,2022-05-31 14:00:00,GPU,75,128,1135
T3381,Nicole,2022-05-23 17:00:00,GPU,110,64,1150
T3382,Stuart,2022-05-18 14:00:00,CPU,125,8,460
T3383,Sophia,2022-05-22 15:00:00,CPU,135,16,980
T3384,Julia,2022-05-26 16:00:00,CPU,55,8,845
T3385,Agata,2022-05-26 21:00:00,CPU,70,16,590
T3386,Vivian,2022-05-18 15:00:00,GPU,125,64,775
T3387,Darcy,2022-05-27 08:00:00,GPU,60,64,850
T3388,Alfred,2022-05-20 11:00:00,CPU,70,16,1105
T3389,Alissa,2022-05-15 16:00:00,CPU,145,128,1025
T3390,Elise,2022-05-17 22:00:00,CPU,85,16,800
T3391,Natalie,2022-05-27 03:00:00,GPU,55,64,595
T3392,Marcus,2022-05-24 13:00:00,GPU,140,16,855
T3393,Eric,2022-05-20 11:00:00,GPU,110,64,1225
T3394,Camila,2022-05-17 07:00:00,GPU,80,64,360
T3395,Valeria,2022-05-28 19:00:00,CPU,65,16,260
T3396,Sabrina,2022-05-31 06:00:00,CPU,75,64,310
T3397,Isabella,2022-05-30 02:00:00,GPU,140,128,970
T3398,Carlos,2022-05-25 06:00:00,CPU,145,32,975
T3399,Sam,2022-05-20 20:00:00,GPU,115,8,1210
T3400,Alexander,2022-05-18 02:00:00,GPU,95,64,420
T3401,Oliver,2022-05-16 13:00:00,CPU,140,16,650
T3402,Robert,2022-05-23 09:00:00,GPU,130,16,1105
T3403,Valeria,2022-05-28 20:00:00,CPU,125,16,1225
T3404,Paul,2022-05-24 16:00:00,GPU,60,64,1095
T3405,Penelope,2022-05-27 21:00:00,CPU,85,32,930
T3406,Julian,2022-05-15 17:00:00,GPU,60,32,670
T3407,Arthur,2022-05-23 20:00:00,GPU,105,32,1225
T3408,Robert,2022-05-30 03:00:00,CPU,55,8,1230
T3409,Lucas,2022-05-29 23:00:00,GPU,60,64,655
T3410,Stuart,2022-05-27 05:00:00,GPU,65,32,965
T3411,Adele,2022-05-16 21:00:00,CPU,95,64,475
T3412,Audrey,2022-05-28 03:00:00,GPU,70,128,1155
T3413,Stuart,2022-05-17 21:00:00,CPU,110,32,760
T3414,Camila,2022-05-16 22:00:00,CPU,140,128,1225
T3415,Rosie,2022-05-31 04:00:00,GPU,85,128,850
T3416,Tess,2022-05-31 04:00:00,GPU,150,32,315
T3417,Arianna,2022-05-18 03:00:00,GPU,70,8,450
T3418,Aiden,2022-05-29 15:00:00,CPU,80,64,260
T3419,Alexander,2022-05-31 01:00:00,CPU,95,16,355
T3420,Sienna,2022-05-23 00:00:00,CPU,50,16,1160
T3421,Daisy,2022-05-31 09:00:00,CPU,80,32,935
T3422,Edgar,2022-05-23 21:00:00,GPU,140,8,985
T3423,Michelle,2022-05-30 09:00:00,CPU,130,64,295
T3424,Nicole,2022-05-23 12:00:00,CPU,125,128,1080
T3425,Edgar,2022-05-16 13:00:00,CPU,150,8,910
T3426,Kellan,2022-05-24 19:00:00,GPU,50,128,925
T3427,Thomas,2022-05-15 20:00:00,GPU,105,128,675
T3428,Julian,2022-05-19 20:00:00,GPU,50,16,465
T3429,Savana,2022-05-31 12:00:00,CPU,60,16,495
T3430,Savana,2022-05-25 20:00:00,GPU,55,128,840
T3431,Garry,2022-05-16 12:00:00,CPU,90,64,510
T3432,Aiden,2022-05-28 03:00:00,GPU,50,8,985
T3433,Alexander,2022-05-23 17:00:00,CPU,65,128,515
T3434,Ellia,2022-05-17 01:00:00,CPU,60,128,885
T3435,Eleanor,2022-05-25 20:00:00,GPU,135,32,715
T3436,Nicole,2022-05-22 17:00:00,CPU,145,16,290
T3437,Elise,2022-05-22 11:00:00,CPU,80,128,365
T3438,Kellan,2022-05-21 10:00:00,GPU,50,32,1145
T3439,Amelia,2022-05-19 14:00:00,GPU,130,32,290
T3440,Sarah,2022-05-31 05:00:00,GPU,50,128,1105
T3441,Briony,2022-05-30 18:00:00,GPU,145,8,825
T3442,Rafael,2022-05-15 18:00:00,GPU,115,128,1170
T3443,Edwin,2022-05-26 10:00:00,CPU,90,128,515
T3444,Jacob,2022-05-20 01:00:00,GPU,50,8,520
T3445,Arthur,2022-05-27 18:00:00,GPU,110,128,540
T3446,Honey,2022-05-28 07:00:00,GPU,110,16,375
T3447,David,2022-05-27 02:00:00,GPU,150,16,920
T3448,Jacob,2022-05-18 05:00:00,GPU,85,32,1000
T3449,Paul,2022-05-23 07:00:00,CPU,125,8,325
T3450,Tess,2022-05-15 09:00:00,GPU,140,128,425
T3451,Jasmine,2022-05-22 01:00:00,GPU,140,16,1010
T3452,Aiden,2022-05-16 19:00:00,CPU,60,128,1180
T3453,Lucy,2022-05-27 10:00:00,CPU,65,32,1210
T3454,Camila,2022-05-16 00:00:00,GPU,135,32,790
T3455,Rosie,2022-05-16 16:00:00,CPU,140,128,490
T3456,Fenton,2022-05-18 06:00:00,GPU,55,32,1125
T3457,Alberta,2022-05-21 13:00:00,CPU,120,8,835
T3458,Nicole,2022-05-30 23:00:00,GPU,50,8,405
T3459,James,2022-05-25 16:00:00,CPU,140,64,1045
T3460,John,2022-05-16 05:00:00,CPU,50,32,1195
T3461,Valeria,2022-05-17 23:00:00,CPU,60,128,965
T3462,Darcy,2022-05-23 00:00:00,CPU,55,32,875
T3463,Arthur,2022-05-28 03:00:00,CPU,95,16,525
T3464,Jacob,2022-05-20 18:00:00,GPU,95,32,1075
T3465,Eleanor,2022-05-23 21:00:00,CPU,95,8,900
T3466,Valeria,2022-05-16 15:00:00,GPU,80,64,315
T3467,Jenna,2022-05-18 04:00:00,CPU,150,8,550
T3468,Stuart,2022-05-20 22:00:00,CPU,55,64,850
T3469,David,2022-05-31 20:00:00,CPU,145,8,570
T3470,Eddy,2022-05-20 19:00:00,CPU,65,64,1115
T3471,Carlos,2022-05-22 13:00:00,CPU,130,128,950
T3472,Valeria,2022-05-28 06:00:00,GPU,140,8,1000
T3473,Tess,2022-05-23 03:00:00,CPU,90,128,725
T3474,Daryl,2022-05-18 19:00:00,CPU,120,128,980
T3475,Arthur,2022-05-26 14:00:00,CPU,115,8,725
T3476,Luke,2022-05-30 07:00:00,CPU,80,32,970
T3477,Leonardo,2022-05-26 23:00:00,CPU,105,128,370
T3478,Florrie,2022-05-15 11:00:00,CPU,140,128,845
T3479,Kelsey,2022-05-25 23:00:00,CPU,120,128,680
T3480,Sam,2022-05-28 10:00:00,CPU,90,32,375
T3481,Kellan,2022-05-26 19:00:00,CPU,125,32,640
T3482,Daryl,2022-05-17 22:00:00,CPU,125,32,685
T3483,Sarah,2022-05-28 06:00:00,GPU,100,16,540
T3484,Eleanor,2022-05-28 15:00:00,CPU,100,16,280
T3485,Kristian,2022-05-15 22:00:00,GPU,90,8,340
T3486,Honey,2022-05-28 11:00:00,CPU,60,32,1200
T3487,James,2022-05-29 09:00:00,CPU,145,128,315
T3488,Amanda,2022-05-22 08:00:00,CPU,145,64,855
T3489,Alfred,2022-05-20 21:00:00,GPU,80,128,710
T3490,Alexander,2022-05-31 10:00:00,GPU,95,32,430
T3491,Nicholas,2022-05-15 00:00:00,GPU,100,32,605
T3492,Ryan,2022-05-22 16:00:00,CPU,115,16,830
T3493,Kristian,2022-05-18 23:00:00,GPU,85,64,590
T3494,Ryan,2022-05-19 07:00:00,CPU,145,16,355
T3495,Aiden,2022-05-29 14:00:00,GPU,55,64,300
T3496,Michael,2022-05-31 16:00:00,GPU,100,16,775
T3497,Adele,2022-05-25 15:00:00,GPU,120,64,640
T3498,Jasmine,2022-05-20 21:00:00,GPU,95,32,765
T3499,Kevin,2022-05-15 20:00:00,CPU,140,64,730
T3500,Kellan,2022-05-28 23:00:00,GPU,130,8,1115
T3501,Harold,2022-05-25 11:00:00,GPU,70,16,915
T3502,Sienna,2022-05-24 19:00:00,GPU,75,8,840
T3503,Rosie,2022-05-17 19:00:00,CPU,100,8,700
T3504,Jasmine,2022-05-17 23:00:00,CPU,110,16,845
T3505,Tyler,2022-05-29 02:00:00,GPU,60,8,1150
T3506,Tess,2022-05-15 09:00:00,GPU,90,8,300
T3507,Jared,2022-05-15 22:00:00,GPU,145,64,965
T3508,Robert,2022-05-26 14:00:00,CPU,145,64,1020
T3509,Aiden,2022-05-15 11:00:00,CPU,135,128,1180
T3510,Emma,2022-05-22 17:00:00,GPU,90,128,610
T3511,Samantha,2022-05-19 15:00:00,GPU,65,8,790
T3512,Henry,2022-05-22 01:00:00,GPU,125,8,330
T3513,Kevin,2022-05-22 09:00:00,GPU,60,64,380
T3514,Jasmine,2022-05-19 20:00:00,GPU,120,16,330
T3515,Stuart,2022-05-22 11:00:00,GPU,140,64,955
T3516,Michael,2022-05-20 10:00:00,GPU,80,64,490
T3517,Alexander,2022-05-29 19:00:00,GPU,75,32,1110
T3518,Robert,2022-05-24 22:00:00,GPU,85,8,705
T3519,Alexander,2022-05-18 17:00:00,CPU,105,64,1045
T3520,Darcy,2022-05-18 09:00:00,CPU,130,128,450
T3521,Caroline,2022-05-25 22:00:00,GPU,125,128,790
T3522,Aiden,2022-05-31 15:00:00,GPU,70,64,1240
T3523,Elian,2022-05-19 15:00:00,GPU,140,64,800
T3524,Ryan,2022-05-23 18:00:00,CPU,150,16,820
T3525,Garry,2022-05-30 06:00:00,GPU,75,128,340
T3526,Valeria,2022-05-26 08:00:00,CPU,55,128,1215
T3527,Connie,2022-05-21 18:00:00,GPU,120,32,415
T3528,Camila,2022-05-16 11:00:00,GPU,70,32,1055
T3529,Arthur,2022-05-25 14:00:00,GPU,80,128,380
T3530,Albert,2022-05-24 19:00:00,CPU,75,16,260
T3531,Byron,2022-05-17 11:00:00,CPU,145,16,345
